Fatalities,,,,parameters of the mean loss curve,,
30.08,0.623144553,0.65807976,0.693014967,,,
30.09,0.623324953,0.658262559,0.693200166,,,
30.1,0.623505258,0.65844525,0.693385241,,,
30.11,0.623685468,0.658627831,0.693570194,,,
30.12,0.623865584,0.658810303,0.693755023,,,
30.13,0.624045605,0.658992667,0.693939729,,,
30.14,0.624225532,0.659174922,0.694124312,,,
30.15,0.624405365,0.659357068,0.694308772,,,
30.16,0.624585103,0.659539106,0.694493109,,,
30.17,0.624764747,0.659721035,0.694677323,,,
30.18,0.624944297,0.659902855,0.694861414,,,
30.19,0.625123752,0.660084567,0.695045382,,,
30.2,0.625303113,0.660266171,0.695229228,,,
30.21,0.62548238,0.660447666,0.695412951,,,
30.22,0.625661553,0.660629052,0.695596552,,,
30.23,0.625840632,0.660810331,0.69578003,,,
30.24,0.626019616,0.660991501,0.695963385,,,
30.25,0.626198507,0.661172563,0.696146618,,,
30.26,0.626377303,0.661353516,0.696329729,,,
30.27,0.626556005,0.661534362,0.696512718,,,
30.28,0.626734614,0.661715099,0.696695584,,,
30.29,0.626913128,0.661895729,0.696878329,,,
30.3,0.627091549,0.66207625,0.697060951,,,
30.31,0.627269875,0.662256663,0.697243451,,,
30.32,0.627448108,0.662436969,0.69742583,,,
30.33,0.627626247,0.662617167,0.697608086,,,
30.34,0.627804292,0.662797257,0.697790221,,,
30.35,0.627982244,0.662977239,0.697972234,,,
30.36,0.628160101,0.663157113,0.698154125,,,
30.37,0.628337865,0.66333688,0.698335895,,,
30.38,0.628515535,0.663516539,0.698517543,,,
30.39,0.628693112,0.663696091,0.69869907,,,
30.4,0.628870595,0.663875535,0.698880475,,,
30.41,0.629047984,0.664054872,0.699061759,,,
30.42,0.62922528,0.664234101,0.699242922,,,
30.43,0.629402483,0.664413223,0.699423963,,,
30.44,0.629579592,0.664592238,0.699604884,,,
30.45,0.629756607,0.664771145,0.699785683,,,
30.46,0.629933529,0.664949945,0.699966361,,,
30.47,0.630110358,0.665128638,0.700146918,,,
30.48,0.630287093,0.665307224,0.700327354,,,
30.49,0.630463735,0.665485703,0.70050767,,,
30.5,0.630640284,0.665664074,0.700687865,,,
30.51,0.630816739,0.665842339,0.700867939,,,
30.52,0.630993102,0.666020497,0.701047892,,,
30.53,0.631169371,0.666198548,0.701227725,,,
30.54,0.631345547,0.666376492,0.701407437,,,
30.55,0.631521629,0.666554329,0.701587029,,,
30.56,0.631697619,0.66673206,0.701766501,,,
30.57,0.631873516,0.666909684,0.701945852,,,
30.58,0.632049319,0.667087201,0.702125083,,,
30.59,0.63222503,0.667264612,0.702304194,,,
30.6,0.632400648,0.667441916,0.702483185,,,
30.61,0.632576172,0.667619114,0.702662055,,,
30.62,0.632751604,0.667796205,0.702840806,,,
30.63,0.632926943,0.66797319,0.703019437,,,
30.64,0.633102189,0.668150069,0.703197948,,,
30.65,0.633277343,0.668326841,0.703376339,,,
30.66,0.633452403,0.668503507,0.70355461,,,
30.67,0.633627371,0.668680067,0.703732762,,,
30.68,0.633802246,0.66885652,0.703910794,,,
30.69,0.633977029,0.669032868,0.704088707,,,
30.7,0.634151719,0.669209109,0.7042665,,,
30.71,0.634326316,0.669385245,0.704444174,,,
30.72,0.634500821,0.669561275,0.704621728,,,
30.73,0.634675233,0.669737198,0.704799164,,,
30.74,0.634849553,0.669913016,0.70497648,,,
30.75,0.63502378,0.670088728,0.705153677,,,
30.76,0.635197915,0.670264335,0.705330755,,,
30.77,0.635371957,0.670439835,0.705507713,,,
30.78,0.635545907,0.67061523,0.705684553,,,
30.79,0.635719765,0.67079052,0.705861274,,,
30.8,0.63589353,0.670965703,0.706037877,,,
30.81,0.636067204,0.671140782,0.70621436,,,
30.82,0.636240784,0.671315755,0.706390725,,,
30.83,0.636414273,0.671490622,0.706566971,,,
30.84,0.63658767,0.671665384,0.706743099,,,
30.85,0.636760974,0.671840041,0.706919108,,,
30.86,0.636934187,0.672014593,0.707094999,,,
30.87,0.637107307,0.672189039,0.707270771,,,
30.88,0.637280335,0.67236338,0.707446426,,,
30.89,0.637453271,0.672537617,0.707621962,,,
30.9,0.637626116,0.672711748,0.70779738,,,
30.91,0.637798868,0.672885774,0.707972679,,,
30.92,0.637971528,0.673059695,0.708147861,,,
30.93,0.638144097,0.673233511,0.708322925,,,
30.94,0.638316574,0.673407222,0.708497871,,,
30.95,0.638488959,0.673580829,0.708672699,,,
30.96,0.638661252,0.673754331,0.708847409,,,
30.97,0.638833454,0.673927728,0.709022002,,,
30.98,0.639005563,0.67410102,0.709196477,,,
30.99,0.639177582,0.674274208,0.709370835,,,
31,0.639349508,0.674447291,0.709545075,,,
31.01,0.639521343,0.67462027,0.709719197,,,
31.02,0.639693086,0.674793145,0.709893203,,,
31.03,0.639864738,0.674965914,0.710067091,,,
31.04,0.640036299,0.67513858,0.710240861,,,
31.05,0.640207768,0.675311141,0.710414515,,,
31.06,0.640379145,0.675483598,0.710588052,,,
31.07,0.640550431,0.675655951,0.710761471,,,
31.08,0.640721626,0.6758282,0.710934774,,,
31.09,0.640892729,0.676000344,0.711107959,,,
31.1,0.641063742,0.676172385,0.711281028,,,
31.11,0.641234663,0.676344321,0.71145398,,,
31.12,0.641405492,0.676516154,0.711626816,,,
31.13,0.641576231,0.676687883,0.711799535,,,
31.14,0.641746878,0.676859508,0.711972137,,,
31.15,0.641917435,0.677031029,0.712144623,,,
31.16,0.6420879,0.677202446,0.712316992,,,
31.17,0.642258274,0.677373759,0.712489245,,,
31.18,0.642428557,0.677544969,0.712661381,,,
31.19,0.642598749,0.677716076,0.712833402,,,
31.2,0.642768851,0.677887078,0.713005306,,,
31.21,0.642938861,0.678057978,0.713177094,,,
31.22,0.64310878,0.678228773,0.713348766,,,
31.23,0.643278609,0.678399466,0.713520323,,,
31.24,0.643448347,0.678570055,0.713691763,,,
31.25,0.643617994,0.678740541,0.713863087,,,
31.26,0.643787551,0.678910923,0.714034296,,,
31.27,0.643957016,0.679081203,0.714205389,,,
31.28,0.644126391,0.679251379,0.714376367,,,
31.29,0.644295676,0.679421452,0.714547228,,,
31.3,0.644464869,0.679591422,0.714717975,,,
31.31,0.644633973,0.679761289,0.714888606,,,
31.32,0.644802986,0.679931053,0.715059121,,,
31.33,0.644971908,0.680100715,0.715229521,,,
31.34,0.64514074,0.680270273,0.715399806,,,
31.35,0.645309481,0.680439729,0.715569976,,,
31.36,0.645478132,0.680609081,0.715740031,,,
31.37,0.645646693,0.680778332,0.715909971,,,
31.38,0.645815163,0.680947479,0.716079795,,,
31.39,0.645983543,0.681116524,0.716249505,,,
31.4,0.646151833,0.681285467,0.7164191,,,
31.41,0.646320033,0.681454307,0.71658858,,,
31.42,0.646488142,0.681623044,0.716757946,,,
31.43,0.646656162,0.681791679,0.716927197,,,
31.44,0.646824091,0.681960212,0.717096333,,,
31.45,0.64699193,0.682128643,0.717265355,,,
31.46,0.647159679,0.682296971,0.717434262,,,
31.47,0.647327338,0.682465197,0.717603056,,,
31.48,0.647494908,0.682633321,0.717771734,,,
31.49,0.647662387,0.682801343,0.717940299,,,
31.5,0.647829776,0.682969263,0.718108749,,,
31.51,0.647997076,0.683137081,0.718277085,,,
31.52,0.648164286,0.683304797,0.718445308,,,
31.53,0.648331406,0.683472411,0.718613416,,,
31.54,0.648498436,0.683639923,0.71878141,,,
31.55,0.648665377,0.683807334,0.718949291,,,
31.56,0.648832228,0.683974643,0.719117058,,,
31.57,0.648998989,0.68414185,0.719284711,,,
31.58,0.64916566,0.684308955,0.71945225,,,
31.59,0.649332243,0.684475959,0.719619676,,,
31.6,0.649498735,0.684642862,0.719786988,,,
31.61,0.649665138,0.684809663,0.719954187,,,
31.62,0.649831452,0.684976362,0.720121273,,,
31.63,0.649997676,0.68514296,0.720288245,,,
31.64,0.650163811,0.685309457,0.720455104,,,
31.65,0.650329856,0.685475853,0.72062185,,,
31.66,0.650495812,0.685642147,0.720788483,,,
31.67,0.650661679,0.685808341,0.720955002,,,
31.68,0.650827457,0.685974433,0.721121409,,,
31.69,0.650993145,0.686140424,0.721287703,,,
31.7,0.651158744,0.686306314,0.721453884,,,
31.71,0.651324255,0.686472103,0.721619952,,,
31.72,0.651489676,0.686637792,0.721785908,,,
31.73,0.651655007,0.686803379,0.721951751,,,
31.74,0.65182025,0.686968866,0.722117481,,,
31.75,0.651985404,0.687134252,0.722283099,,,
31.76,0.652150469,0.687299537,0.722448605,,,
31.77,0.652315445,0.687464721,0.722613998,,,
31.78,0.652480333,0.687629805,0.722779278,,,
31.79,0.652645131,0.687794789,0.722944447,,,
31.8,0.65280984,0.687959672,0.723109503,,,
31.81,0.652974461,0.688124454,0.723274448,,,
31.82,0.653138993,0.688289137,0.72343928,,,
31.83,0.653303436,0.688453718,0.723604,,,
31.84,0.653467791,0.6886182,0.723768609,,,
31.85,0.653632057,0.688782581,0.723933105,,,
31.86,0.653796235,0.688946862,0.72409749,,,
31.87,0.653960323,0.689111043,0.724261763,,,
31.88,0.654124324,0.689275124,0.724425924,,,
31.89,0.654288236,0.689439105,0.724589974,,,
31.9,0.654452059,0.689602986,0.724753913,,,
31.91,0.654615794,0.689766767,0.72491774,,,
31.92,0.654779441,0.689930448,0.725081455,,,
31.93,0.654942999,0.690094029,0.72524506,,,
31.94,0.655106469,0.690257511,0.725408553,,,
31.95,0.655269851,0.690420893,0.725571935,,,
31.96,0.655433144,0.690584175,0.725735206,,,
31.97,0.65559635,0.690747357,0.725898365,,,
31.98,0.655759467,0.69091044,0.726061414,,,
31.99,0.655922496,0.691073424,0.726224352,,,
32,0.656085437,0.691236308,0.726387179,,,
32.01,0.65624829,0.691399093,0.726549896,,,
32.02,0.656411055,0.691561778,0.726712501,,,
32.03,0.656573732,0.691724364,0.726874996,,,
32.04,0.656736321,0.691886851,0.727037381,,,
32.05,0.656898822,0.692049238,0.727199655,,,
32.06,0.657061235,0.692211527,0.727361818,,,
32.07,0.65722356,0.692373716,0.727523872,,,
32.08,0.657385798,0.692535806,0.727685814,,,
32.09,0.657547948,0.692697797,0.727847647,,,
32.1,0.65771001,0.69285969,0.72800937,,,
32.11,0.657871984,0.693021483,0.728170982,,,
32.12,0.658033871,0.693183178,0.728332484,,,
32.13,0.658195671,0.693344774,0.728493877,,,
32.14,0.658357382,0.693506271,0.728655159,,,
32.15,0.658519006,0.693667669,0.728816332,,,
32.16,0.658680543,0.693828969,0.728977395,,,
32.17,0.658841992,0.69399017,0.729138348,,,
32.18,0.659003354,0.694151273,0.729299192,,,
32.19,0.659164628,0.694312277,0.729459926,,,
32.2,0.659325815,0.694473183,0.729620551,,,
32.21,0.659486915,0.69463399,0.729781066,,,
32.22,0.659647928,0.6947947,0.729941472,,,
32.23,0.659808853,0.69495531,0.730101768,,,
32.24,0.659969691,0.695115823,0.730261955,,,
32.25,0.660130442,0.695276238,0.730422033,,,
32.26,0.660291105,0.695436554,0.730582003,,,
32.27,0.660451682,0.695596772,0.730741863,,,
32.28,0.660612172,0.695756893,0.730901614,,,
32.29,0.660772574,0.695916915,0.731061256,,,
32.3,0.66093289,0.69607684,0.731220789,,,
32.31,0.661093119,0.696236666,0.731380214,,,
32.32,0.66125326,0.696396395,0.73153953,,,
32.33,0.661413315,0.696556026,0.731698737,,,
32.34,0.661573283,0.696715559,0.731857836,,,
32.35,0.661733165,0.696874995,0.732016826,,,
32.36,0.661892959,0.697034333,0.732175708,,,
32.37,0.662052667,0.697193574,0.732334481,,,
32.38,0.662212288,0.697352717,0.732493146,,,
32.39,0.662371823,0.697511763,0.732651703,,,
32.4,0.662531271,0.697670711,0.732810152,,,
32.41,0.662690632,0.697829562,0.732968492,,,
32.42,0.662849907,0.697988316,0.733126725,,,
32.43,0.663009095,0.698146973,0.73328485,,,
32.44,0.663168197,0.698305532,0.733442867,,,
32.45,0.663327213,0.698463994,0.733600776,,,
32.46,0.663486142,0.698622359,0.733758577,,,
32.47,0.663644985,0.698780627,0.73391627,,,
32.48,0.663803741,0.698938799,0.734073856,,,
32.49,0.663962411,0.699096873,0.734231335,,,
32.5,0.664120995,0.69925485,0.734388706,,,
32.51,0.664279493,0.699412731,0.734545969,,,
32.52,0.664437904,0.699570515,0.734703125,,,
32.53,0.66459623,0.699728202,0.734860174,,,
32.54,0.664754469,0.699885792,0.735017115,,,
32.55,0.664912623,0.700043286,0.73517395,,,
32.56,0.66507069,0.700200684,0.735330677,,,
32.57,0.665228672,0.700357985,0.735487298,,,
32.58,0.665386567,0.700515189,0.735643811,,,
32.59,0.665544377,0.700672297,0.735800217,,,
32.6,0.6657021,0.700829309,0.735956517,,,
32.61,0.665859738,0.700986224,0.73611271,,,
32.62,0.66601729,0.701143043,0.736268796,,,
32.63,0.666174757,0.701299766,0.736424776,,,
32.64,0.666332138,0.701456393,0.736580649,,,
32.65,0.666489433,0.701612924,0.736736415,,,
32.66,0.666646642,0.701769359,0.736892075,,,
32.67,0.666803766,0.701925697,0.737047629,,,
32.68,0.666960804,0.70208194,0.737203077,,,
32.69,0.667117757,0.702238087,0.737358418,,,
32.7,0.667274624,0.702394138,0.737513653,,,
32.71,0.667431406,0.702550094,0.737668782,,,
32.72,0.667588102,0.702705954,0.737823805,,,
32.73,0.667744713,0.702861718,0.737978722,,,
32.74,0.667901239,0.703017386,0.738133533,,,
32.75,0.66805768,0.703172959,0.738288238,,,
32.76,0.668214035,0.703328436,0.738442838,,,
32.77,0.668370305,0.703483818,0.738597332,,,
32.78,0.66852649,0.703639105,0.73875172,,,
32.79,0.668682589,0.703794296,0.738906003,,,
32.8,0.668838604,0.703949392,0.73906018,,,
32.81,0.668994534,0.704104393,0.739214252,,,
32.82,0.669150378,0.704259298,0.739368218,,,
32.83,0.669306138,0.704414108,0.739522079,,,
32.84,0.669461812,0.704568824,0.739675835,,,
32.85,0.669617402,0.704723444,0.739829486,,,
32.86,0.669772907,0.704877969,0.739983031,,,
32.87,0.669928327,0.705032399,0.740136472,,,
32.88,0.670083662,0.705186735,0.740289808,,,
32.89,0.670238912,0.705340975,0.740443038,,,
32.9,0.670394078,0.705495121,0.740596164,,,
32.91,0.670549159,0.705649172,0.740749185,,,
32.92,0.670704155,0.705803129,0.740902102,,,
32.93,0.670859067,0.705956991,0.741054914,,,
32.94,0.671013894,0.706110758,0.741207621,,,
32.95,0.671168637,0.706264431,0.741360224,,,
32.96,0.671323295,0.706418009,0.741512722,,,
32.97,0.671477869,0.706571493,0.741665116,,,
32.98,0.671632358,0.706724882,0.741817406,,,
32.99,0.671786763,0.706878177,0.741969591,,,
33,0.671941084,0.707031378,0.742121673,,,
33.01,0.67209532,0.707184485,0.74227365,,,
33.02,0.672249472,0.707337498,0.742425523,,,
33.03,0.67240354,0.707490416,0.742577292,,,
33.04,0.672557524,0.707643241,0.742728958,,,
33.05,0.672711424,0.707795971,0.742880519,,,
33.06,0.672865239,0.707948608,0.743031977,,,
33.07,0.67301897,0.708101151,0.743183331,,,
33.08,0.673172618,0.708253599,0.743334581,,,
33.09,0.673326181,0.708405955,0.743485728,,,
33.1,0.67347966,0.708558216,0.743636771,,,
33.11,0.673633056,0.708710384,0.743787711,,,
33.12,0.673786367,0.708862458,0.743938548,,,
33.13,0.673939595,0.709014438,0.744089281,,,
33.14,0.674092739,0.709166325,0.744239911,,,
33.15,0.674245799,0.709318119,0.744390438,,,
33.16,0.674398776,0.709469819,0.744540862,,,
33.17,0.674551668,0.709621425,0.744691182,,,
33.18,0.674704477,0.709772939,0.7448414,,,
33.19,0.674857203,0.709924359,0.744991515,,,
33.2,0.675009845,0.710075686,0.745141527,,,
33.21,0.675162403,0.71022692,0.745291436,,,
33.22,0.675314878,0.71037806,0.745441242,,,
33.23,0.67546727,0.710529108,0.745590946,,,
33.24,0.675619578,0.710680063,0.745740548,,,
33.25,0.675771802,0.710830924,0.745890046,,,
33.26,0.675923944,0.710981693,0.746039443,,,
33.27,0.676076002,0.711132369,0.746188736,,,
33.28,0.676227976,0.711282952,0.746337928,,,
33.29,0.676379868,0.711433443,0.746487017,,,
33.3,0.676531676,0.71158384,0.746636005,,,
33.31,0.676683401,0.711734146,0.74678489,,,
33.32,0.676835044,0.711884358,0.746933673,,,
33.33,0.676986603,0.712034478,0.747082354,,,
33.34,0.677138078,0.712184506,0.747230933,,,
33.35,0.677289471,0.712334441,0.74737941,,,
33.36,0.677440781,0.712484284,0.747527786,,,
33.37,0.677592009,0.712634034,0.74767606,,,
33.38,0.677743153,0.712783692,0.747824232,,,
33.39,0.677894214,0.712933258,0.747972302,,,
33.4,0.678045193,0.713082732,0.748120271,,,
33.41,0.678196089,0.713232114,0.748268139,,,
33.42,0.678346902,0.713381403,0.748415905,,,
33.43,0.678497632,0.713530601,0.74856357,,,
33.44,0.67864828,0.713679707,0.748711133,,,
33.45,0.678798845,0.71382872,0.748858596,,,
33.46,0.678949328,0.713977642,0.749005957,,,
33.47,0.679099728,0.714126472,0.749153217,,,
33.48,0.679250045,0.714275211,0.749300376,,,
33.49,0.67940028,0.714423857,0.749447435,,,
33.5,0.679550433,0.714572413,0.749594392,,,
33.51,0.679700503,0.714720876,0.749741249,,,
33.52,0.679850491,0.714869248,0.749888005,,,
33.53,0.680000397,0.715017528,0.75003466,,,
33.54,0.68015022,0.715165717,0.750181215,,,
33.55,0.680299961,0.715313815,0.750327669,,,
33.56,0.68044962,0.715461821,0.750474022,,,
33.57,0.680599197,0.715609736,0.750620275,,,
33.58,0.680748692,0.71575756,0.750766428,,,
33.59,0.680898105,0.715905293,0.750912481,,,
33.6,0.681047435,0.716052934,0.751058433,,,
33.61,0.681196684,0.716200485,0.751204286,,,
33.62,0.681345851,0.716347944,0.751350038,,,
33.63,0.681494935,0.716495313,0.75149569,,,
33.64,0.681643938,0.71664259,0.751641242,,,
33.65,0.681792859,0.716789777,0.751786695,,,
33.66,0.681941699,0.716936873,0.751932047,,,
33.67,0.682090456,0.717083878,0.7520773,,,
33.68,0.682239132,0.717230792,0.752222453,,,
33.69,0.682387726,0.717377616,0.752367506,,,
33.7,0.682536239,0.717524349,0.75251246,,,
33.71,0.682684669,0.717670992,0.752657315,,,
33.72,0.682833019,0.717817544,0.75280207,,,
33.73,0.682981287,0.717964006,0.752946725,,,
33.74,0.683129473,0.718110377,0.753091282,,,
33.75,0.683277578,0.718256658,0.753235739,,,
33.76,0.683425601,0.718402849,0.753380097,,,
33.77,0.683573543,0.718548949,0.753524356,,,
33.78,0.683721404,0.71869496,0.753668515,,,
33.79,0.683869183,0.71884088,0.753812576,,,
33.8,0.684016881,0.71898671,0.753956538,,,
33.81,0.684164498,0.71913245,0.754100401,,,
33.82,0.684312034,0.7192781,0.754244166,,,
33.83,0.684459489,0.71942366,0.754387831,,,
33.84,0.684606862,0.71956913,0.754531398,,,
33.85,0.684754155,0.719714511,0.754674867,,,
33.86,0.684901366,0.719859802,0.754818237,,,
33.87,0.685048497,0.720005003,0.754961508,,,
33.88,0.685195546,0.720150114,0.755104681,,,
33.89,0.685342515,0.720295136,0.755247756,,,
33.9,0.685489403,0.720440068,0.755390733,,,
33.91,0.68563621,0.72058491,0.755533611,,,
33.92,0.685782936,0.720729664,0.755676391,,,
33.93,0.685929581,0.720874327,0.755819073,,,
33.94,0.686076146,0.721018902,0.755961657,,,
33.95,0.68622263,0.721163387,0.756104144,,,
33.96,0.686369033,0.721307783,0.756246532,,,
33.97,0.686515356,0.721452089,0.756388823,,,
33.98,0.686661599,0.721596307,0.756531016,,,
33.99,0.68680776,0.721740435,0.756673111,,,
34,0.686953842,0.721884475,0.756815108,,,
34.01,0.687099842,0.722028425,0.756957008,,,
34.02,0.687245763,0.722172287,0.757098811,,,
34.03,0.687391603,0.722316059,0.757240516,,,
34.04,0.687537363,0.722459743,0.757382124,,,
34.05,0.687683042,0.722603338,0.757523634,,,
34.06,0.687828641,0.722746844,0.757665048,,,
34.07,0.68797416,0.722890262,0.757806364,,,
34.08,0.688119599,0.723033591,0.757947583,,,
34.09,0.688264958,0.723176831,0.758088705,,,
34.1,0.688410236,0.723319983,0.75822973,,,
34.11,0.688555435,0.723463047,0.758370658,,,
34.12,0.688700553,0.723606022,0.75851149,,,
34.13,0.688845592,0.723748908,0.758652224,,,
34.14,0.688990551,0.723891707,0.758792862,,,
34.15,0.689135429,0.724034417,0.758933404,,,
34.16,0.689280228,0.724177038,0.759073848,,,
34.17,0.689424947,0.724319572,0.759214197,,,
34.18,0.689569587,0.724462018,0.759354449,,,
34.19,0.689714146,0.724604375,0.759494604,,,
34.2,0.689858626,0.724746645,0.759634663,,,
34.21,0.690003026,0.724888826,0.759774626,,,
34.22,0.690147347,0.72503092,0.759914493,,,
34.23,0.690291588,0.725172926,0.760054263,,,
34.24,0.69043575,0.725314844,0.760193938,,,
34.25,0.690579832,0.725456674,0.760333516,,,
34.26,0.690723834,0.725598416,0.760472999,,,
34.27,0.690867757,0.725740071,0.760612386,,,
34.28,0.691011601,0.725881639,0.760751676,,,
34.29,0.691155365,0.726023118,0.760890872,,,
34.3,0.69129905,0.726164511,0.761029971,,,
34.31,0.691442656,0.726305816,0.761168975,,,
34.32,0.691586183,0.726447033,0.761307884,,,
34.33,0.69172963,0.726588163,0.761446696,,,
34.34,0.691872998,0.726729206,0.761585414,,,
34.35,0.692016287,0.726870162,0.761724036,,,
34.36,0.692159497,0.72701103,0.761862563,,,
34.37,0.692302628,0.727151811,0.762000995,,,
34.38,0.69244568,0.727292506,0.762139331,,,
34.39,0.692588653,0.727433113,0.762277573,,,
34.4,0.692731547,0.727573633,0.762415719,,,
34.41,0.692874363,0.727714067,0.76255377,,,
34.42,0.693017099,0.727854413,0.762691727,,,
34.43,0.693159757,0.727994673,0.762829589,,,
34.44,0.693302335,0.728134845,0.762967356,,,
34.45,0.693444835,0.728274932,0.763105028,,,
34.46,0.693587257,0.728414931,0.763242605,,,
34.47,0.6937296,0.728554844,0.763380088,,,
34.48,0.693871864,0.72869467,0.763517477,,,
34.49,0.694014049,0.72883441,0.763654771,,,
34.5,0.694156156,0.728974064,0.763791971,,,
34.51,0.694298185,0.72911363,0.763929076,,,
34.52,0.694440135,0.729253111,0.764066087,,,
34.53,0.694582007,0.729392505,0.764203004,,,
34.54,0.6947238,0.729531813,0.764339826,,,
34.55,0.694865515,0.729671035,0.764476555,,,
34.56,0.695007152,0.729810171,0.76461319,,,
34.57,0.69514871,0.72994922,0.76474973,,,
34.58,0.695290191,0.730088184,0.764886177,,,
34.59,0.695431593,0.730227062,0.76502253,,,
34.6,0.695572917,0.730365853,0.76515879,,,
34.61,0.695714163,0.730504559,0.765294955,,,
34.62,0.69585533,0.730643179,0.765431027,,,
34.63,0.69599642,0.730781713,0.765567005,,,
34.64,0.696137432,0.730920161,0.76570289,,,
34.65,0.696278366,0.731058524,0.765838682,,,
34.66,0.696419222,0.731196801,0.76597438,,,
34.67,0.69656,0.731334992,0.766109985,,,
34.68,0.6967007,0.731473098,0.766245496,,,
34.69,0.696841322,0.731611118,0.766380914,,,
34.7,0.696981867,0.731749053,0.76651624,,,
34.71,0.697122334,0.731886903,0.766651472,,,
34.72,0.697262724,0.732024667,0.766786611,,,
34.73,0.697403035,0.732162346,0.766921657,,,
34.74,0.697543269,0.73229994,0.767056611,,,
34.75,0.697683426,0.732437449,0.767191471,,,
34.76,0.697823505,0.732574872,0.767326239,,,
34.77,0.697963507,0.73271221,0.767460914,,,
34.78,0.698103431,0.732849464,0.767595497,,,
34.79,0.698243277,0.732986632,0.767729987,,,
34.8,0.698383047,0.733123716,0.767864384,,,
34.81,0.698522739,0.733260714,0.767998689,,,
34.82,0.698662354,0.733397628,0.768132902,,,
34.83,0.698801891,0.733534457,0.768267023,,,
34.84,0.698941352,0.733671201,0.768401051,,,
34.85,0.699080735,0.733807861,0.768534987,,,
34.86,0.699220041,0.733944436,0.768668831,,,
34.87,0.69935927,0.734080926,0.768802583,,,
34.88,0.699498422,0.734217332,0.768936243,,,
34.89,0.699637497,0.734353654,0.769069811,,,
34.9,0.699776495,0.734489891,0.769203287,,,
34.91,0.699915416,0.734626043,0.769336671,,,
34.92,0.70005426,0.734762112,0.769469964,,,
34.93,0.700193027,0.734898096,0.769603164,,,
34.94,0.700331718,0.735033996,0.769736274,,,
34.95,0.700470332,0.735169812,0.769869292,,,
34.96,0.700608869,0.735305543,0.770002218,,,
34.97,0.700747329,0.735441191,0.770135053,,,
34.98,0.700885712,0.735576754,0.770267796,,,
34.99,0.70102402,0.735712234,0.770400448,,,
35,0.70116225,0.73584763,0.77053301,,,
35.01,0.701300404,0.735982942,0.770665479,,,
35.02,0.701438481,0.73611817,0.770797858,,,
35.03,0.701576482,0.736253314,0.770930146,,,
35.04,0.701714407,0.736388375,0.771062342,,,
35.05,0.701852255,0.736523352,0.771194448,,,
35.06,0.701990027,0.736658245,0.771326463,,,
35.07,0.702127722,0.736793055,0.771458387,,,
35.08,0.702265342,0.736927781,0.771590221,,,
35.09,0.702402885,0.737062424,0.771721963,,,
35.1,0.702540352,0.737196984,0.771853616,,,
35.11,0.702677742,0.73733146,0.771985177,,,
35.12,0.702815057,0.737465853,0.772116648,,,
35.13,0.702952295,0.737600162,0.772248029,,,
35.14,0.703089458,0.737734389,0.772379319,,,
35.15,0.703226544,0.737868532,0.772510519,,,
35.16,0.703363555,0.738002592,0.772641629,,,
35.17,0.70350049,0.738136569,0.772772649,,,
35.18,0.703637348,0.738270463,0.772903578,,,
35.19,0.703774131,0.738404275,0.773034418,,,
35.2,0.703910838,0.738538003,0.773165167,,,
35.21,0.70404747,0.738671648,0.773295827,,,
35.22,0.704184025,0.738805211,0.773426397,,,
35.23,0.704320505,0.738938691,0.773556877,,,
35.24,0.70445691,0.739072088,0.773687267,,,
35.25,0.704593239,0.739205403,0.773817567,,,
35.26,0.704729492,0.739338635,0.773947778,,,
35.27,0.704865669,0.739471784,0.7740779,,,
35.28,0.705001772,0.739604852,0.774207931,,,
35.29,0.705137798,0.739737836,0.774337874,,,
35.3,0.70527375,0.739870738,0.774467727,,,
35.31,0.705409626,0.740003558,0.774597491,,,
35.32,0.705545426,0.740136296,0.774727165,,,
35.33,0.705681152,0.740268951,0.774856751,,,
35.34,0.705816802,0.740401524,0.774986247,,,
35.35,0.705952377,0.740534015,0.775115654,,,
35.36,0.706087876,0.740666424,0.775244972,,,
35.37,0.706223301,0.740798751,0.775374202,,,
35.38,0.70635865,0.740930996,0.775503342,,,
35.39,0.706493925,0.741063159,0.775632393,,,
35.4,0.706629124,0.74119524,0.775761356,,,
35.41,0.706764249,0.74132724,0.77589023,,,
35.42,0.706899298,0.741459157,0.776019016,,,
35.43,0.707034273,0.741590993,0.776147713,,,
35.44,0.707169172,0.741722747,0.776276321,,,
35.45,0.707303997,0.741854419,0.776404841,,,
35.46,0.707438747,0.74198601,0.776533273,,,
35.47,0.707573423,0.74211752,0.776661616,,,
35.48,0.707708024,0.742248947,0.776789871,,,
35.49,0.70784255,0.742380294,0.776918038,,,
35.5,0.707977001,0.742511559,0.777046117,,,
35.51,0.708111378,0.742642743,0.777174108,,,
35.52,0.70824568,0.742773845,0.77730201,,,
35.53,0.708379908,0.742904866,0.777429825,,,
35.54,0.708514061,0.743035806,0.777557552,,,
35.55,0.70864814,0.743166665,0.777685191,,,
35.56,0.708782144,0.743297443,0.777812742,,,
35.57,0.708916074,0.74342814,0.777940205,,,
35.58,0.70904993,0.743558756,0.778067581,,,
35.59,0.709183712,0.743689291,0.77819487,,,
35.6,0.709317419,0.743819745,0.77832207,,,
35.61,0.709451052,0.743950118,0.778449184,,,
35.62,0.709584611,0.74408041,0.77857621,,,
35.63,0.709718096,0.744210622,0.778703148,,,
35.64,0.709851506,0.744340753,0.778829999,,,
35.65,0.709984843,0.744470803,0.778956763,,,
35.66,0.710118105,0.744600773,0.77908344,,,
