Fatalities,,,,parameters of the mean loss curve,,
Run-up [m],mean-1sigma loss curve,mean loss curve,mean+1sigma loss curve,median,logarithmic standard deviation,epistemic uncertainty
30.12,0.539129828,0.564992426,0.590855025,,,
30.13,0.539284129,0.565153139,0.59102215,,,
30.14,0.539438372,0.565313788,0.591189204,,,
30.15,0.539592558,0.565474372,0.591356186,,,
30.16,0.539746687,0.565634892,0.591523096,,,
30.17,0.539900759,0.565795347,0.591689935,,,
30.18,0.540054773,0.565955737,0.591856702,,,
30.19,0.54020873,0.566116064,0.592023397,,,
30.2,0.54036263,0.566276325,0.59219002,,,
30.21,0.540516473,0.566436523,0.592356573,,,
30.22,0.540670258,0.566596656,0.592523053,,,
30.23,0.540823987,0.566756724,0.592689462,,,
30.24,0.540977658,0.566916729,0.592855799,,,
30.25,0.541131272,0.567076669,0.593022065,,,
30.26,0.541284828,0.567236544,0.59318826,,,
30.27,0.541438328,0.567396355,0.593354383,,,
30.28,0.541591771,0.567556103,0.593520435,,,
30.29,0.541745156,0.567715785,0.593686415,,,
30.3,0.541898485,0.567875404,0.593852324,,,
30.31,0.542051756,0.568034958,0.594018161,,,
30.32,0.54220497,0.568194449,0.594183927,,,
30.33,0.542358127,0.568353875,0.594349622,,,
30.34,0.542511228,0.568513237,0.594515246,,,
30.35,0.542664271,0.568672534,0.594680798,,,
30.36,0.542817257,0.568831768,0.594846279,,,
30.37,0.542970187,0.568990938,0.595011689,,,
30.38,0.543123059,0.569150043,0.595177027,,,
30.39,0.543275875,0.569309085,0.595342295,,,
30.4,0.543428634,0.569468062,0.595507491,,,
30.41,0.543581335,0.569626976,0.595672617,,,
30.42,0.54373398,0.569785826,0.595837671,,,
30.43,0.543886568,0.569944611,0.596002654,,,
30.44,0.5440391,0.570103333,0.596167566,,,
30.45,0.544191574,0.570261991,0.596332407,,,
30.46,0.544343992,0.570420584,0.596497177,,,
30.47,0.544496353,0.570579114,0.596661876,,,
30.48,0.544648657,0.57073758,0.596826504,,,
30.49,0.544800904,0.570895983,0.596991062,,,
30.5,0.544953095,0.571054321,0.597155548,,,
30.51,0.545105229,0.571212596,0.597319963,,,
30.52,0.545257306,0.571370807,0.597484308,,,
30.53,0.545409326,0.571528954,0.597648582,,,
30.54,0.54556129,0.571687038,0.597812785,,,
30.55,0.545713198,0.571845057,0.597976917,,,
30.56,0.545865048,0.572003013,0.598140978,,,
30.57,0.546016842,0.572160906,0.598304969,,,
30.58,0.54616858,0.572318734,0.598468889,,,
30.59,0.546320261,0.5724765,0.598632739,,,
30.6,0.546471885,0.572634201,0.598796517,,,
30.61,0.546623453,0.572791839,0.598960225,,,
30.62,0.546774964,0.572949413,0.599123863,,,
30.63,0.546926419,0.573106924,0.59928743,,,
30.64,0.547077817,0.573264372,0.599450926,,,
30.65,0.547229159,0.573421755,0.599614352,,,
30.66,0.547380444,0.573579076,0.599777707,,,
30.67,0.547531673,0.573736333,0.599940992,,,
30.68,0.547682846,0.573893526,0.600104206,,,
30.69,0.547833962,0.574050656,0.60026735,,,
30.7,0.547985022,0.574207723,0.600430424,,,
30.71,0.548136025,0.574364726,0.600593427,,,
30.72,0.548286972,0.574521666,0.60075636,,,
30.73,0.548437863,0.574678542,0.600919222,,,
30.74,0.548588698,0.574835356,0.601082014,,,
30.75,0.548739476,0.574992106,0.601244736,,,
30.76,0.548890198,0.575148792,0.601407387,,,
30.77,0.549040863,0.575305416,0.601569969,,,
30.78,0.549191473,0.575461976,0.60173248,,,
30.79,0.549342026,0.575618473,0.601894921,,,
30.8,0.549492523,0.575774907,0.602057291,,,
30.81,0.549642963,0.575931278,0.602219592,,,
30.82,0.549793348,0.576087585,0.602381822,,,
30.83,0.549943676,0.57624383,0.602543983,,,
30.84,0.550093949,0.576400011,0.602706073,,,
30.85,0.550244165,0.576556129,0.602868093,,,
30.86,0.550394325,0.576712184,0.603030043,,,
30.87,0.550544429,0.576868176,0.603191924,,,
30.88,0.550694477,0.577024105,0.603353734,,,
30.89,0.550844469,0.577179972,0.603515474,,,
30.9,0.550994405,0.577335775,0.603677145,,,
30.91,0.551144285,0.577491515,0.603838745,,,
30.92,0.551294108,0.577647192,0.604000276,,,
30.93,0.551443876,0.577802806,0.604161737,,,
30.94,0.551593588,0.577958358,0.604323127,,,
30.95,0.551743244,0.578113846,0.604484449,,,
30.96,0.551892844,0.578269272,0.6046457,,,
30.97,0.552042388,0.578424635,0.604806882,,,
30.98,0.552191877,0.578579935,0.604967993,,,
30.99,0.552341309,0.578735172,0.605129036,,,
31,0.552490686,0.578890347,0.605290008,,,
31.01,0.552640006,0.579045459,0.605450911,,,
31.02,0.552789271,0.579200508,0.605611744,,,
31.03,0.55293848,0.579355494,0.605772508,,,
31.04,0.553087634,0.579510418,0.605933202,,,
31.05,0.553236731,0.579665279,0.606093826,,,
31.06,0.553385773,0.579820077,0.606254381,,,
31.07,0.553534759,0.579974813,0.606414867,,,
31.08,0.553683689,0.580129486,0.606575283,,,
31.09,0.553832564,0.580284096,0.606735629,,,
31.1,0.553981383,0.580438644,0.606895906,,,
31.11,0.554130146,0.58059313,0.607056114,,,
31.12,0.554278854,0.580747553,0.607216252,,,
31.13,0.554427506,0.580901913,0.607376321,,,
31.14,0.554576102,0.581056211,0.60753632,,,
31.15,0.554724643,0.581210447,0.607696251,,,
31.16,0.554873128,0.58136462,0.607856112,,,
31.17,0.555021558,0.581518731,0.608015903,,,
31.18,0.555169932,0.581672779,0.608175626,,,
31.19,0.555318251,0.581826765,0.608335279,,,
31.2,0.555466514,0.581980689,0.608494863,,,
31.21,0.555614722,0.58213455,0.608654378,,,
31.22,0.555762874,0.582288349,0.608813824,,,
31.23,0.555910971,0.582442086,0.608973201,,,
31.24,0.556059012,0.58259576,0.609132508,,,
31.25,0.556206998,0.582749372,0.609291747,,,
31.26,0.556354928,0.582902922,0.609450916,,,
31.27,0.556502803,0.58305641,0.609610017,,,
31.28,0.556650623,0.583209836,0.609769048,,,
31.29,0.556798388,0.583363199,0.609928011,,,
31.3,0.556946097,0.5835165,0.610086904,,,
31.31,0.55709375,0.58366974,0.610245729,,,
31.32,0.557241349,0.583822917,0.610404485,,,
31.33,0.557388892,0.583976032,0.610563172,,,
31.34,0.55753638,0.584129085,0.61072179,,,
31.35,0.557683813,0.584282076,0.610880339,,,
31.36,0.55783119,0.584435005,0.611038819,,,
31.37,0.557978513,0.584587872,0.611197231,,,
31.38,0.55812578,0.584740677,0.611355574,,,
31.39,0.558272992,0.58489342,0.611513848,,,
31.4,0.558420149,0.585046101,0.611672054,,,
31.41,0.55856725,0.58519872,0.611830191,,,
31.42,0.558714297,0.585351278,0.611988259,,,
31.43,0.558861288,0.585503773,0.612146258,,,
31.44,0.559008225,0.585656207,0.612304189,,,
31.45,0.559155106,0.585808579,0.612462052,,,
31.46,0.559301932,0.585960889,0.612619846,,,
31.47,0.559448703,0.586113137,0.612777571,,,
31.48,0.55959542,0.586265324,0.612935228,,,
31.49,0.559742081,0.586417449,0.613092816,,,
31.5,0.559888687,0.586569512,0.613250336,,,
31.51,0.560035239,0.586721513,0.613407788,,,
31.52,0.560181735,0.586873453,0.613565171,,,
31.53,0.560328176,0.587025331,0.613722486,,,
31.54,0.560474563,0.587177148,0.613879732,,,
31.55,0.560620895,0.587328903,0.614036911,,,
31.56,0.560767172,0.587480596,0.61419402,,,
31.57,0.560913394,0.587632228,0.614351062,,,
31.58,0.561059561,0.587783798,0.614508035,,,
31.59,0.561205673,0.587935307,0.61466494,,,
31.6,0.561351731,0.588086754,0.614821777,,,
31.61,0.561497733,0.58823814,0.614978546,,,
31.62,0.561643681,0.588389464,0.615135247,,,
31.63,0.561789575,0.588540727,0.615291879,,,
31.64,0.561935413,0.588691928,0.615448444,,,
31.65,0.562081197,0.588843068,0.61560494,,,
31.66,0.562226926,0.588994147,0.615761368,,,
31.67,0.562372601,0.589145165,0.615917728,,,
31.68,0.562518221,0.589296121,0.616074021,,,
31.69,0.562663786,0.589447015,0.616230245,,,
31.7,0.562809296,0.589597849,0.616386401,,,
31.71,0.562954752,0.589748621,0.61654249,,,
31.72,0.563100154,0.589899332,0.61669851,,,
31.73,0.563245501,0.590049982,0.616854463,,,
31.74,0.563390793,0.59020057,0.617010348,,,
31.75,0.563536031,0.590351098,0.617166164,,,
31.76,0.563681214,0.590501564,0.617321914,,,
31.77,0.563826343,0.590651969,0.617477595,,,
31.78,0.563971417,0.590802313,0.617633209,,,
31.79,0.564116437,0.590952596,0.617788755,,,
31.8,0.564261402,0.591102818,0.617944233,,,
31.81,0.564406313,0.591252978,0.618099643,,,
31.82,0.56455117,0.591403078,0.618254986,,,
31.83,0.564695972,0.591553117,0.618410262,,,
31.84,0.56484072,0.591703095,0.618565469,,,
31.85,0.564985414,0.591853012,0.61872061,,,
31.86,0.565130053,0.592002867,0.618875682,,,
31.87,0.565274638,0.592152662,0.619030687,,,
31.88,0.565419168,0.592302396,0.619185625,,,
31.89,0.565563644,0.59245207,0.619340495,,,
31.9,0.565708066,0.592601682,0.619495297,,,
31.91,0.565852434,0.592751233,0.619650033,,,
31.92,0.565996748,0.592900724,0.619804701,,,
31.93,0.566141007,0.593050154,0.619959301,,,
31.94,0.566285212,0.593199523,0.620113834,,,
31.95,0.566429363,0.593348832,0.6202683,,,
31.96,0.56657346,0.593498079,0.620422698,,,
31.97,0.566717503,0.593647266,0.62057703,,,
31.98,0.566861492,0.593796393,0.620731294,,,
31.99,0.567005426,0.593945458,0.62088549,,,
32,0.567149306,0.594094463,0.62103962,,,
32.01,0.567293133,0.594243408,0.621193682,,,
32.02,0.567436905,0.594392291,0.621347677,,,
32.03,0.567580623,0.594541115,0.621501606,,,
32.04,0.567724288,0.594689877,0.621655467,,,
32.05,0.567867898,0.594838579,0.621809261,,,
32.06,0.568011454,0.594987221,0.621962987,,,
32.07,0.568154957,0.595135802,0.622116647,,,
32.08,0.568298405,0.595284323,0.62227024,,,
32.09,0.5684418,0.595432783,0.622423766,,,
32.1,0.56858514,0.595581183,0.622577225,,,
32.11,0.568728427,0.595729522,0.622730617,,,
32.12,0.56887166,0.595877801,0.622883942,,,
32.13,0.569014839,0.59602602,0.623037201,,,
32.14,0.569157964,0.596174178,0.623190392,,,
32.15,0.569301036,0.596322276,0.623343517,,,
32.16,0.569444053,0.596470314,0.623496574,,,
32.17,0.569587017,0.596618291,0.623649566,,,
32.18,0.569729927,0.596766208,0.62380249,,,
32.19,0.569872783,0.596914065,0.623955347,,,
32.2,0.570015586,0.597061862,0.624108138,,,
32.21,0.570158335,0.597209599,0.624260863,,,
32.22,0.57030103,0.597357275,0.62441352,,,
32.23,0.570443672,0.597504891,0.624566111,,,
32.24,0.57058626,0.597652448,0.624718635,,,
32.25,0.570728794,0.597799944,0.624871093,,,
32.26,0.570871274,0.597947379,0.625023485,,,
32.27,0.571013702,0.598094755,0.625175809,,,
32.28,0.571156075,0.598242071,0.625328067,,,
32.29,0.571298395,0.598389327,0.625480259,,,
32.3,0.571440661,0.598536523,0.625632385,,,
32.31,0.571582874,0.598683659,0.625784444,,,
32.32,0.571725034,0.598830735,0.625936436,,,
32.33,0.571867139,0.598977751,0.626088362,,,
32.34,0.572009192,0.599124707,0.626240222,,,
32.35,0.572151191,0.599271603,0.626392015,,,
32.36,0.572293136,0.599418439,0.626543743,,,
32.37,0.572435028,0.599565216,0.626695404,,,
32.38,0.572576867,0.599711933,0.626846998,,,
32.39,0.572718652,0.59985859,0.626998527,,,
32.4,0.572860384,0.600005187,0.627149989,,,
32.41,0.573002063,0.600151724,0.627301385,,,
32.42,0.573143688,0.600298202,0.627452715,,,
32.43,0.57328526,0.60044462,0.627603979,,,
32.44,0.573426779,0.600590978,0.627755177,,,
32.45,0.573568244,0.600737276,0.627906308,,,
32.46,0.573709657,0.600883515,0.628057374,,,
32.47,0.573851016,0.601029695,0.628208374,,,
32.48,0.573992321,0.601175814,0.628359307,,,
32.49,0.574133574,0.601321874,0.628510175,,,
32.5,0.574274773,0.601467875,0.628660977,,,
32.51,0.574415919,0.601613816,0.628811713,,,
32.52,0.574557012,0.601759697,0.628962383,,,
32.53,0.574698052,0.601905519,0.629112987,,,
32.54,0.574839039,0.602051282,0.629263525,,,
32.55,0.574979973,0.602196985,0.629413997,,,
32.56,0.575120854,0.602342629,0.629564404,,,
32.57,0.575261681,0.602488213,0.629714745,,,
32.58,0.575402456,0.602633738,0.62986502,,,
32.59,0.575543177,0.602779203,0.630015229,,,
32.6,0.575683846,0.602924609,0.630165373,,,
32.61,0.575824461,0.603069956,0.630315451,,,
32.62,0.575965024,0.603215244,0.630465464,,,
32.63,0.576105533,0.603360472,0.63061541,,,
32.64,0.57624599,0.603505641,0.630765292,,,
32.65,0.576386394,0.603650751,0.630915107,,,
32.66,0.576526745,0.603795801,0.631064857,,,
32.67,0.576667043,0.603940792,0.631214542,,,
32.68,0.576807288,0.604085725,0.631364161,,,
32.69,0.57694748,0.604230598,0.631513715,,,
32.7,0.57708762,0.604375411,0.631663203,,,
32.71,0.577227707,0.604520166,0.631812626,,,
32.72,0.577367741,0.604664862,0.631961983,,,
32.73,0.577507722,0.604809499,0.632111275,,,
32.74,0.57764765,0.604954076,0.632260502,,,
32.75,0.577787526,0.605098595,0.632409663,,,
32.76,0.577927349,0.605243054,0.63255876,,,
32.77,0.578067119,0.605387455,0.63270779,,,
32.78,0.578206837,0.605531796,0.632856756,,,
32.79,0.578346502,0.605676079,0.633005657,,,
32.8,0.578486114,0.605820303,0.633154492,,,
32.81,0.578625674,0.605964468,0.633303262,,,
32.82,0.578765181,0.606108574,0.633451967,,,
32.83,0.578904635,0.606252621,0.633600607,,,
32.84,0.579044037,0.606396609,0.633749181,,,
32.85,0.579183387,0.606540539,0.633897691,,,
32.86,0.579322683,0.60668441,0.634046136,,,
32.87,0.579461928,0.606828222,0.634194516,,,
32.88,0.57960112,0.606971975,0.63434283,,,
32.89,0.579740259,0.607115669,0.63449108,,,
32.9,0.579879346,0.607259305,0.634639265,,,
32.91,0.58001838,0.607402882,0.634787385,,,
32.92,0.580157362,0.607546401,0.63493544,,,
32.93,0.580296292,0.607689861,0.63508343,,,
32.94,0.580435169,0.607833262,0.635231355,,,
32.95,0.580573994,0.607976605,0.635379216,,,
32.96,0.580712767,0.608119889,0.635527011,,,
32.97,0.580851487,0.608263115,0.635674742,,,
32.98,0.580990155,0.608406282,0.635822409,,,
32.99,0.58112877,0.60854939,0.63597001,,,
33,0.581267334,0.60869244,0.636117547,,,
33.01,0.581405845,0.608835432,0.636265019,,,
33.02,0.581544303,0.608978365,0.636412427,,,
33.03,0.58168271,0.60912124,0.63655977,,,
33.04,0.581821064,0.609264056,0.636707048,,,
33.05,0.581959366,0.609406814,0.636854262,,,
33.06,0.582097617,0.609549514,0.637001411,,,
33.07,0.582235814,0.609692155,0.637148496,,,
33.08,0.58237396,0.609834738,0.637295517,,,
33.09,0.582512054,0.609977263,0.637442472,,,
33.1,0.582650095,0.61011973,0.637589364,,,
33.11,0.582788085,0.610262138,0.637736191,,,
33.12,0.582926022,0.610404488,0.637882954,,,
33.13,0.583063907,0.61054678,0.638029652,,,
33.14,0.583201741,0.610689013,0.638176286,,,
33.15,0.583339522,0.610831189,0.638322856,,,
33.16,0.583477251,0.610973306,0.638469361,,,
33.17,0.583614929,0.611115365,0.638615802,,,
33.18,0.583752554,0.611257367,0.638762179,,,
33.19,0.583890127,0.61139931,0.638908492,,,
33.2,0.584027649,0.611541195,0.639054741,,,
33.21,0.584165119,0.611683022,0.639200925,,,
33.22,0.584302536,0.611824791,0.639347045,,,
33.23,0.584439902,0.611966502,0.639493102,,,
33.24,0.584577216,0.612108155,0.639639094,,,
33.25,0.584714478,0.61224975,0.639785022,,,
33.26,0.584851689,0.612391287,0.639930886,,,
33.27,0.584988848,0.612532767,0.640076686,,,
33.28,0.585125954,0.612674188,0.640222422,,,
33.29,0.585263009,0.612815552,0.640368094,,,
33.3,0.585400013,0.612956858,0.640513702,,,
33.31,0.585536964,0.613098106,0.640659247,,,
33.32,0.585673864,0.613239296,0.640804727,,,
33.33,0.585810713,0.613380428,0.640950144,,,
33.34,0.585947509,0.613521503,0.641095496,,,
33.35,0.586084254,0.61366252,0.641240785,,,
33.36,0.586220947,0.613803479,0.641386011,,,
33.37,0.586357589,0.613944381,0.641531172,,,
33.38,0.586494179,0.614085225,0.64167627,,,
33.39,0.586630718,0.614226011,0.641821304,,,
33.4,0.586767205,0.61436674,0.641966274,,,
33.41,0.58690364,0.614507411,0.642111181,,,
33.42,0.587040024,0.614648024,0.642256024,,,
33.43,0.587176357,0.61478858,0.642400804,,,
33.44,0.587312638,0.614929079,0.64254552,,,
33.45,0.587448867,0.61506952,0.642690172,,,
33.46,0.587585045,0.615209903,0.642834761,,,
33.47,0.587721172,0.615350229,0.642979286,,,
33.48,0.587857247,0.615490498,0.643123748,,,
33.49,0.587993271,0.615630709,0.643268147,,,
33.5,0.588129243,0.615770863,0.643412482,,,
33.51,0.588265164,0.615910959,0.643556754,,,
33.52,0.588401034,0.616050998,0.643700962,,,
33.53,0.588536852,0.61619098,0.643845107,,,
33.54,0.58867262,0.616330904,0.643989189,,,
33.55,0.588808335,0.616470771,0.644133207,,,
33.56,0.588944,0.616610581,0.644277162,,,
33.57,0.589079613,0.616750334,0.644421054,,,
33.58,0.589215175,0.616890029,0.644564883,,,
33.59,0.589350686,0.617029667,0.644708648,,,
33.6,0.589486146,0.617169248,0.64485235,,,
33.61,0.589621554,0.617308772,0.644995989,,,
33.62,0.589756912,0.617448239,0.645139565,,,
33.63,0.589892218,0.617587648,0.645283078,,,
33.64,0.590027473,0.617727001,0.645426528,,,
33.65,0.590162677,0.617866296,0.645569915,,,
33.66,0.59029783,0.618005535,0.645713239,,,
33.67,0.590432932,0.618144716,0.6458565,,,
33.68,0.590567983,0.61828384,0.645999698,,,
33.69,0.590702982,0.618422908,0.646142833,,,
33.7,0.590837931,0.618561918,0.646285905,,,
33.71,0.590972829,0.618700871,0.646428914,,,
33.72,0.591107676,0.618839768,0.64657186,,,
33.73,0.591242472,0.618978608,0.646714743,,,
33.74,0.591377216,0.61911739,0.646857564,,,
33.75,0.59151191,0.619256116,0.647000322,,,
33.76,0.591646553,0.619394785,0.647143017,,,
33.77,0.591781146,0.619533397,0.647285649,,,
33.78,0.591915687,0.619671953,0.647428219,,,
33.79,0.592050177,0.619810452,0.647570726,,,
33.8,0.592184617,0.619948894,0.64771317,,,
33.81,0.592319006,0.620087279,0.647855552,,,
33.82,0.592453344,0.620225607,0.647997871,,,
33.83,0.592587631,0.620363879,0.648140127,,,
33.84,0.592721867,0.620502094,0.648282321,,,
33.85,0.592856053,0.620640253,0.648424453,,,
33.86,0.592990188,0.620778355,0.648566521,,,
33.87,0.593124273,0.6209164,0.648708528,,,
33.88,0.593258306,0.621054389,0.648850472,,,
33.89,0.593392289,0.621192321,0.648992353,,,
33.9,0.593526221,0.621330197,0.649134172,,,
33.91,0.593660103,0.621468016,0.649275929,,,
33.92,0.593793934,0.621605779,0.649417623,,,
33.93,0.593927715,0.621743485,0.649559255,,,
33.94,0.594061444,0.621881135,0.649700825,,,
33.95,0.594195124,0.622018728,0.649842332,,,
33.96,0.594328752,0.622156265,0.649983777,,,
33.97,0.594462331,0.622293745,0.65012516,,,
33.98,0.594595858,0.62243117,0.650266481,,,
33.99,0.594729336,0.622568538,0.650407739,,,
34,0.594862762,0.622705849,0.650548936,,,
34.01,0.594996139,0.622843104,0.65069007,,,
34.02,0.595129465,0.622980303,0.650831142,,,
34.03,0.59526274,0.623117446,0.650972152,,,
34.04,0.595395965,0.623254533,0.6511131,,,
34.05,0.59552914,0.623391563,0.651253986,,,
34.06,0.595662264,0.623528537,0.65139481,,,
34.07,0.595795338,0.623665455,0.651535572,,,
34.08,0.595928362,0.623802317,0.651676272,,,
34.09,0.596061335,0.623939123,0.65181691,,,
34.1,0.596194258,0.624075872,0.651957486,,,
34.11,0.596327131,0.624212566,0.652098,,,
34.12,0.596459954,0.624349203,0.652238453,,,
34.13,0.596592726,0.624485785,0.652378843,,,
34.14,0.596725448,0.62462231,0.652519172,,,
34.15,0.59685812,0.62475878,0.652659439,,,
34.16,0.596990742,0.624895193,0.652799645,,,
34.17,0.597123313,0.625031551,0.652939788,,,
34.18,0.597255835,0.625167852,0.65307987,,,
34.19,0.597388306,0.625304098,0.65321989,,,
34.2,0.597520727,0.625440288,0.653359849,,,
34.21,0.597653098,0.625576422,0.653499745,,,
34.22,0.597785419,0.6257125,0.653639581,,,
34.23,0.59791769,0.625848522,0.653779354,,,
34.24,0.598049911,0.625984489,0.653919066,,,
34.25,0.598182082,0.626120399,0.654058717,,,
34.26,0.598314203,0.626256254,0.654198306,,,
34.27,0.598446274,0.626392054,0.654337834,,,
34.28,0.598578295,0.626527797,0.6544773,,,
34.29,0.598710266,0.626663485,0.654616705,,,
34.3,0.598842187,0.626799117,0.654756048,,,
34.31,0.598974058,0.626934694,0.65489533,,,
34.32,0.599105879,0.627070215,0.65503455,,,
34.33,0.599237651,0.62720568,0.65517371,,,
34.34,0.599369372,0.62734109,0.655312808,,,
34.35,0.599501044,0.627476444,0.655451844,,,
34.36,0.599632666,0.627611743,0.65559082,,,
34.37,0.599764238,0.627746986,0.655729734,,,
34.38,0.59989576,0.627882174,0.655868587,,,
34.39,0.600027233,0.628017306,0.656007379,,,
34.4,0.600158655,0.628152382,0.65614611,,,
34.41,0.600290028,0.628287404,0.656284779,,,
34.42,0.600421352,0.62842237,0.656423388,,,
34.43,0.600552625,0.62855728,0.656561935,,,
34.44,0.600683849,0.628692135,0.656700421,,,
34.45,0.600815024,0.628826935,0.656838846,,,
34.46,0.600946148,0.628961679,0.656977211,,,
34.47,0.601077223,0.629096369,0.657115514,,,
34.48,0.601208249,0.629231003,0.657253756,,,
34.49,0.601339225,0.629365581,0.657391938,,,
34.5,0.601470151,0.629500105,0.657530058,,,
34.51,0.601601028,0.629634573,0.657668118,,,
34.52,0.601731855,0.629768986,0.657806117,,,
34.53,0.601862632,0.629903344,0.657944055,,,
34.54,0.601993361,0.630037646,0.658081932,,,
34.55,0.602124039,0.630171894,0.658219748,,,
34.56,0.602254669,0.630306086,0.658357504,,,
34.57,0.602385248,0.630440224,0.658495199,,,
34.58,0.602515779,0.630574306,0.658632833,,,
34.59,0.60264626,0.630708333,0.658770407,,,
34.6,0.602776691,0.630842305,0.65890792,,,
34.61,0.602907073,0.630976223,0.659045372,,,
34.62,0.603037406,0.631110085,0.659182764,,,
34.63,0.60316769,0.631243892,0.659320095,,,
34.64,0.603297924,0.631377645,0.659457365,,,
34.65,0.603428109,0.631511342,0.659594575,,,
34.66,0.603558245,0.631644985,0.659731725,,,
34.67,0.603688331,0.631778572,0.659868814,,,
34.68,0.603818368,0.631912105,0.660005842,,,
34.69,0.603948356,0.632045583,0.66014281,,,
34.7,0.604078295,0.632179006,0.660279718,,,
34.71,0.604208184,0.632312375,0.660416566,,,
34.72,0.604338025,0.632445689,0.660553353,,,
34.73,0.604467816,0.632578948,0.660690079,,,
34.74,0.604597558,0.632712152,0.660826746,,,
34.75,0.604727251,0.632845301,0.660963352,,,
34.76,0.604856894,0.632978396,0.661099898,,,
34.77,0.604986489,0.633111436,0.661236383,,,
34.78,0.605116035,0.633244422,0.661372809,,,
34.79,0.605245532,0.633377353,0.661509174,,,
34.8,0.605374979,0.633510229,0.661645479,,,
34.81,0.605504378,0.633643051,0.661781724,,,
34.82,0.605633727,0.633775818,0.661917909,,,
34.83,0.605763028,0.633908531,0.662054034,,,
34.84,0.60589228,0.634041189,0.662190099,,,
34.85,0.606021482,0.634173793,0.662326103,,,
34.86,0.606150636,0.634306342,0.662462048,,,
34.87,0.606279741,0.634438837,0.662597933,,,
34.88,0.606408797,0.634571277,0.662733758,,,
34.89,0.606537804,0.634703663,0.662869523,,,
34.9,0.606666762,0.634835995,0.663005228,,,
34.91,0.606795672,0.634968272,0.663140873,,,
34.92,0.606924533,0.635100495,0.663276458,,,
34.93,0.607053344,0.635232664,0.663411983,,,
34.94,0.607182107,0.635364778,0.663547449,,,
34.95,0.607310822,0.635496838,0.663682855,,,
34.96,0.607439487,0.635628844,0.663818201,,,
34.97,0.607568104,0.635760796,0.663953487,,,
34.98,0.607696672,0.635892693,0.664088714,,,
34.99,0.607825192,0.636024536,0.664223881,,,
35,0.607953663,0.636156325,0.664358988,,,
35.01,0.608082085,0.63628806,0.664494036,,,
35.02,0.608210458,0.636419741,0.664629024,,,
35.03,0.608338783,0.636551368,0.664763953,,,
35.04,0.608467059,0.636682941,0.664898822,,,
35.05,0.608595287,0.636814459,0.665033631,,,
35.06,0.608723466,0.636945924,0.665168381,,,
35.07,0.608851597,0.637077334,0.665303071,,,
35.08,0.608979679,0.637208691,0.665437702,,,
35.09,0.609107712,0.637339993,0.665572274,,,
35.1,0.609235698,0.637471242,0.665706786,,,
35.11,0.609363634,0.637602437,0.665841239,,,
35.12,0.609491522,0.637733577,0.665975632,,,
35.13,0.609619362,0.637864664,0.666109967,,,
35.14,0.609747153,0.637995697,0.666244241,,,
35.15,0.609874896,0.638126677,0.666378457,,,
35.16,0.610002591,0.638257602,0.666512613,,,
35.17,0.610130237,0.638388474,0.66664671,,,
35.18,0.610257835,0.638519291,0.666780748,,,
35.19,0.610385384,0.638650055,0.666914727,,,
35.2,0.610512885,0.638780766,0.667048646,,,
35.21,0.610640338,0.638911422,0.667182507,,,
35.22,0.610767743,0.639042025,0.667316308,,,
35.23,0.610895099,0.639172575,0.66745005,,,
35.24,0.611022407,0.63930307,0.667583733,,,
35.25,0.611149667,0.639433512,0.667717357,,,
35.26,0.611276879,0.6395639,0.667850922,,,
35.27,0.611404042,0.639694235,0.667984428,,,
35.28,0.611531157,0.639824516,0.668117876,,,
35.29,0.611658225,0.639954744,0.668251264,,,
35.3,0.611785244,0.640084918,0.668384593,,,
35.31,0.611912214,0.640215039,0.668517864,,,
35.32,0.612039137,0.640345106,0.668651075,,,
35.33,0.612166012,0.64047512,0.668784228,,,
35.34,0.612292839,0.64060508,0.668917322,,,
35.35,0.612419617,0.640734987,0.669050357,,,
35.36,0.612546348,0.640864841,0.669183333,,,
35.37,0.61267303,0.640994641,0.669316251,,,
35.38,0.612799665,0.641124387,0.66944911,,,
35.39,0.612926252,0.641254081,0.66958191,,,
35.4,0.61305279,0.641383721,0.669714652,,,
35.41,0.613179281,0.641513308,0.669847335,,,
35.42,0.613305724,0.641642841,0.669979959,,,
35.43,0.613432119,0.641772322,0.670112525,,,
35.44,0.613558466,0.641901749,0.670245032,,,
35.45,0.613684765,0.642031123,0.670377481,,,
35.46,0.613811016,0.642160444,0.670509871,,,
35.47,0.61393722,0.642289711,0.670642203,,,
35.48,0.614063375,0.642418926,0.670774476,,,
35.49,0.614189483,0.642548087,0.670906691,,,
35.5,0.614315543,0.642677195,0.671038847,,,
35.51,0.614441556,0.64280625,0.671170945,,,
35.52,0.61456752,0.642935252,0.671302984,,,
35.53,0.614693437,0.643064201,0.671434966,,,
35.54,0.614819306,0.643193097,0.671566889,,,
35.55,0.614945128,0.643321941,0.671698753,,,
35.56,0.615070902,0.643450731,0.67183056,,,
35.57,0.615196628,0.643579468,0.671962308,,,
35.58,0.615322306,0.643708152,0.672093998,,,
35.59,0.615447937,0.643836783,0.67222563,,,
35.6,0.61557352,0.643965362,0.672357203,,,
35.61,0.615699056,0.644093887,0.672488719,,,
35.62,0.615824544,0.64422236,0.672620176,,,
35.63,0.615949985,0.64435078,0.672751575,,,
35.64,0.616075378,0.644479147,0.672882916,,,
35.65,0.616200724,0.644607462,0.673014199,,,
35.66,0.616326022,0.644735723,0.673145425,,,
35.67,0.616451272,0.644863932,0.673276592,,,
35.68,0.616576476,0.644992088,0.673407701,,,
