Entry #,Building Class as described originally,"Closest GED4ALL taxonomy string, https://platform.openquake.org/taxtweb/",Event,Country,Latitute,Longitude,Damage Scale,Raw Data Source,Fragility Modelling,Reference,DOI,Comments,Fragility Developed by ETriS?,Total number of data points,"The fragility curves in ETRIS are all re-derived based on in-house workflows and open-access raw data and they should be referred to based on the DOI listed in column ""L"". This column shows the reference to the original literature. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Lava rock (Basalt),M99+ST99+SPBA/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""logit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL2 to DL5,No,8,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Lava rock (Basalt),M99+ST99+SPBA/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""probit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL2 to DL5,No,8,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Lava rock (Basalt),M99+ST99+SPBA/HAPP:1+HFAPP:/RES,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""cloglog"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL2 to DL5,No,8,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,The Samoan Fale (timber),W/LPB/HAPP:1+HFAPP:/PLFC/RSH2+RMT8+RWO,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL0, DL2,DL4",,,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Reinforced Concrete, Commercial",CR/HAPP:1+HFAPP:/COM/PLFC,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""logit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL2, DL3, DL4",No,3,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Reinforced Concrete, Commercial",CR/HAPP:1+HFAPP:/COM/PLFC,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""probit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL2, DL3, DL4",No,3,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Reinforced Concrete, Commercial",CR/HAPP:1+HFAPP:/COM/PLFC,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""cloglog"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,"DL2, DL3, DL4",No,3,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Brick masonry Non Residential,MUR/HAPP:1+HFAPP:/MIX+MIX3/PLFC,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""logit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL0 to DL5,No,15,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Brick masonry Non Residential,MUR/HAPP:1+HFAPP:/MIX+MIX3/PLFC,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""probit"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL0 to DL5,No,15,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Brick masonry Non Residential,MUR/HAPP:1+HFAPP:/MIX+MIX3/PLFC,South Pacific Tsunami 2009,Amercan Samoa and Samoa,,,6 Tier/Reese 2011,https://github.com/eurotsunamirisk/etris_data_and_data_products/commit/a08dcab7f5a50808f1d7ec1859b7007092150a37,"using ""cloglog"" link function"," Jalayer, F., Ebrahimian, H., Trevlopoulos, K., and Bradley, B. (2022) Empirical tsunami fragility modelling for hierarchical damage levels: An application to damage data of the 2009 South Pacific tsunami, EGUsphere [preprint].",https://doi.org/10.5194/egusphere-2022-206,DL0 to DL5,No,15,"Reese, S., Bradley, B. A., Bind, J., Smart, G., Power, W., & Sturman, J. (2011). Empirical building fragilities from observed damage in the 2009 South Pacific tsunami. Earth-Science Reviews, 107(1-2), 156-173.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
